cluster,I6,I10,Ia,Ib,Ig,Tbet,Gata3,RORt,Foxp3
type 1,1.0177966790907112e-7,1.477149872646109e-8,1.8721797425036917e-5,7.232474101163129e-14,2.0033802718547965e-9,50,-22,50,-71
