T1,T2,delta_m_cit,sigma,s12,s2,s4,s21,s6,sb,s10
0.10726349133339481,0.006249225134720918,1.9597956565183103,23.448074612901358,9.274410816945355,1.4399718181450623,2.2202979003893235,136.2398289679181,149.34445141572445,13.453999209010394,15.114772811596223
0.1119898233556153,0.003903154719376728,2.0665966309458015,19.273729269330207,9.286448502581155,1.2044199785233776,1.7588312966775033,127.58156384670107,155.71434607620836,16.352030896137144,13.94126614674549
0.17010799666867998,0.0039018854816967015,2.4368425253137795,19.47845740501553,12.596935137511787,1.2793347232378576,2.2094519879763315,129.43538795418942,159.11462077808181,13.204913877790345,14.633505880698527
0.16598137714856903,0.0025206000344515883,2.1984759305247366,22.11835408594832,11.983510182370772,1.4538259906405488,1.7142726844728466,144.2711411476921,162.55853450363617,12.435369100118582,14.925857556900219
0.10482569150105739,0.0067820195651613,2.1384631531858296,25.982089197385758,9.325546939304939,1.168548864801204,2.2532086018690896,158.93620520666596,172.02870400456908,13.865629335875433,15.753118507649123
0.12884117183889646,0.0028733379612157816,2.1180509443198443,22.268374864702373,9.969860309486423,1.4352853774284857,1.5710992917531983,126.87645810787672,153.02934875019156,13.353847571857687,11.897320320593844
0.12921377574941634,0.00553341931204675,2.143090921452105,19.302404027712647,10.862039882300087,1.0472464006242965,2.2862622126404277,142.8765139707009,167.71587322565534,16.56563032152145,16.078803922804703
0.14444223513858584,0.0024175407269670353,1.9224622010403871,19.27149193623662,11.414388152242758,1.0541217190896301,1.5651428823759035,172.09873726426005,142.17875262354818,16.567092105509012,14.06225584998735
0.1405807246450716,0.003161537844297839,2.646186320241898,28.175268813747614,10.71592653407497,1.2213721583355406,1.6237690608779565,182.3200953894647,163.63841282208435,16.716762219885794,15.791180473882328
0.14328910265949948,0.004955552627881671,2.814904543953985,23.853116683196873,10.835434671341256,1.395566833097354,2.1576060299865207,171.7705996378335,184.20730323302146,12.259295398672123,15.233293294033297
